ID,LABEL
,POSITIVE
1401If I had a .5 star system it would probably be 2.5.. I came here after the club to get some of their "amazing" breakfast... And since I was there
,POSITIVE
1402Finally got over to the new location, and wow, lots of parking!  I thought the inside would be bigger, but apparently the kitchen is much bigger than the old
,POSITIVE
1403Just update, new  management, maybe new owner.
,POSITIVE
1404Very pretty library and would be a lovely place to study if the librarians didn't talk so loudly, you couldn't hear the constant  screaming of children coming from downstairs,
,POSITIVE
1405Stopped by pharmacy at 5:56 pm.  They are supposed to be open until 6 p.m.  Yes, it was close to closing time, but it was obvious they closed
,POSITIVE
1406Yelp hasn't labeled Caffe Davio as a breakfast location but it is the best and most accessible breakfast in the Southside. Wonderful decor and pleasant staff have made me a
,POSITIVE
1407Went to Sushi 101 last night as part of my quest to try all the sushi restaurants in Charlotte, and I gotta say that I won't be going back. I
,POSITIVE
1408Jason does a great job! Second time we have used his service. Our tiles and carpet are now looking new again. Thank you for the good job and reasonable prices!
,POSITIVE
1409I had the Margarita pizza.  It was nothing spectacular.  The restaurant was clean and one of the least smoky places inside the Golden Nugget.
,POSITIVE
1410One of my new favorite bars for sure. The food is outrageous, and they have an excellent craft beer selection.  Every bartender there has been as helpful as could
,POSITIVE
1411I gave it two stars for the food. When we got seated, we got the iPad with the drinks. The waiter then gives us a spiel about the owner, food
,POSITIVE
1412Shake Shack is here! And. About. Fricking. Time!  I've been looking forward to this location opening for the longest time. And already I've eaten here 4 times in my
,POSITIVE
1413Great knowledgable technicians. Been here twice to fix the digitizer and flex cable on my phone and my sisters battery and it always comes out looking brand new. Highly recommended.
,POSITIVE
1414holy sh*t, i love this place.!!  literally, sh*t... frankly, having this as one of my favorite digs defies common logic as i KNOW eating here will make me sh*t
,POSITIVE
1415Went to the Dave Ramsay Financial Peace University at this location and it was a beautiful church.  All the people I have met who attend Scottsdale Bible are so
,POSITIVE
1416Absolutely DO NOT rent from this company.  Beware...not only will they try to trick you into buying their insurance (even after we clearly declined it), they also charged us
,POSITIVE
1417We went to DW with friends for an early Valentine's day dinner. This was our first visit. My daughter recommended this place and we were not disappointed. It was so
,POSITIVE
1418Called 3 times, first I was told there was 2 calls in front of me, would be 15-20 minutes. Someone else who had been waiting less than us, their A+
,POSITIVE
1419The overall experience was subpar. No greeting or direction on where to order when we entered. The burgers were cooked a little rarer than our tastes. The food in general
,POSITIVE
1420You guys serve the worst fucking coffee in the world. On the bright side, the woman who gave me 45 sugar packets and 6 creamers was clearly letting her enthusiasm
,POSITIVE
1421Usually love robertos and know it's hit or miss on locations. Went in today and they were super busy. Even watched as a customer asked for ketchup for her kids
,POSITIVE
1422My favorite place for NFL Sundays!  Good food, a must try for dessert is the fried oreos made to order Denise is my favorite waitress! Wonderful personality and quick.
,POSITIVE
1423I honestly could not say enough good things about this place .. It's very welcoming, the homey decor makes you so feel comfortable to start with. Every day there's all
,POSITIVE
1424This Goodwill has gone down in quality! I remember coming to this store when it first opened--the quality of material was above the competition. However, this recent visit has taught
,POSITIVE
1425The arepas are to die for and the food is great! So many flavors with authentic venezulan food to have! A great place for date and everything for example 2
,POSITIVE
1426Man, this place was amazing. Literally couldn't have found a better southern restaurant on the east coast. The people here were amazing, the ambiance was great, and let's not forget
,POSITIVE
1427Great work, awesome employees. Will be doing business with them again.
,POSITIVE
1428Wow. Worst experience at a sushi place ever. When we returned the salmon egg because it ran down the side of the seaweed like snot and the sweet egg my
,POSITIVE
1429The locations in Scottsdale and Las Vegas are better period.  4 of us ordered a meat and cheese board, trout, 2 fried chicken dishes, a sandwich (can't remember) and
,POSITIVE
1430Wonderful breakfast place with delicious, unique dishes and great service. The savory crepes are amazing!!  I really can't say enough about them. The manager clearly cares about guests and
,POSITIVE
1431Oh. My. Gosh. I'm not going to write much except that it was DELICIOUS. I came here because of all the reviews and seriously it was worth the drive. I
,POSITIVE
1432This is true authentic Mexican food.  I had the shrimp and gringo taco- both were yummy. The salsa that came with chips was unique and tasty! The restaurant is
,POSITIVE
1433date night with my love. this restaurant  was recommended by a friend. all I can say is amazing!  I had shrimp Diablo. wow. my girlfriend  had chicken
,POSITIVE
1434Good drinks, but the burger and appetizers were terrible.  Noisy and crowded too.
,POSITIVE
1435My return visit brought me to see the annual "Musical Christmas Carol" featuring Tom Atkins as Scrooge, Tim Hartman and Terry Wickline in multiple roles but best featured as the
,POSITIVE
1436Stayed at HotelRed for 3 days and our stay was wonderful!  The rooms were gorgeous, and every single employees were very friendly, and was willing to help with any
,POSITIVE
1437One might call me a "sushi whore." So it's safe to say, "If there's good Sushi in town, it's been in my mouth."  I'm from southern California where the
,POSITIVE
1438Do not rent here if you are under 25, granted, yes it is more expensive for the under 25 rule, but the $150 fee is not worth it. They tried
,POSITIVE
1439Advice for a business that wants repeat customers: If an employee tells a customer about a service that will be offered, you should honor it!! When I made my reservation,
,POSITIVE
1440This may be my new favorite place to eat in Chandler. If you are looking for a very good meal, this is the place to take that someone special.We went
,POSITIVE
1441Apparently there are only TWO BK whopper bars, and somehow the Rio in Las Vegas got one of them.Now, I have to admit, I liked the concept of the BK
,POSITIVE
1442Food was great and the servers were great but the manager was rude and unprofessional.  Sorry but Vegas is full of great places to eat so we will not
,POSITIVE
1443Love supporting local businesses and I'm not a fussy eater but I've had better frozen pizzas that weren't burned. Crust was horrible and the vege toppings came from a can.
,POSITIVE
1444Skip this joint. May be worth it to get $2 tacos from the window but we got taco plates. The rice was so hard and burnt it was inedible. The
,POSITIVE
1445Showed up at 2 to get a haircut after calling and speaking to a barber on the phone who said they don't take appointments but he'd be "in until 3
,POSITIVE
1446I have pretty much accepted that I am less cool than my 50-something year old dad and have to get restaurant recommendations from him on the regular. Before something is
,POSITIVE
1447Screwed up our scheduling and they had to reschedule the appt for over a full month later. Then when the date finally came, the massage was not even done by
,POSITIVE
1448Nice,  food was good but not amazing.  Atmosphere was great and service was average.  Yelp map was wrong on location.
,POSITIVE
1449The Best Ethiopian Food in Phoenix!You can't beat the food here, everything is very flavorful, fresh and very inexpensive. The waitstaff is very kind, and the ambiance is ok as
,POSITIVE
1450We were craving good Mexican and luckily stumbled on to this place.  All we got were the breakfast burritos, but they were amazing!  I can't wait to go
,POSITIVE
1451ZK Grill is one of my favorite Persian food around.  The food is great.  My favorite is the filet.  My kids love it also.  The staff
,POSITIVE
1452Heard so many great things about this place, but when I went for lunch on a Monday, it pretty much was a disappointment. Selection of foods was paltry and no
,POSITIVE
1453I love this place. Tried it with my husband for 3 times now, two times during Ramadan, their Iftar buffet was cheap and great! Now ordering a la carte, the
,POSITIVE
1454I saw Jessica for the first time to have a few moles removed about a year ago. Although the moles were small, they were in a spot where I knew
,POSITIVE
1455I have always wanted to try Yoga and I was going to try Bikram but all the reviews of how the room smelled and over populated turned me off to
,POSITIVE
1456Sub was pretty good, nothing special or gourmet, but still good. I had the "Giant" italian sub that seemed pretty standard to me. It was supposed to have double the
,POSITIVE
1457This is like the tow yard of eye glass clinics.  The docs and staff I dealt with where fair and reasonable.The "company" is like if a tow yard owner
,POSITIVE
1458Sorry CeeLo,  I wanted to like the show,  but I was too bored. Even though I knew all the songs, I felt it was a little sleepy. The
,POSITIVE
1459Best tacos I've ever had (carne asada is what I usually get). The horchata is amazing as well. Looks like a big hole in the wall but DONT LET THE
,POSITIVE
1460chopped salad was excellent, entrees are very good too, friendly service, recommended.
,POSITIVE
1461Hmmm....DMV. Hospital waiting room. The line at Pizzeria Bianco. Scottsdale Courthouse. All of these are places you will wait. And wait. And wait. No magazines. No food or beverages allowed.
,POSITIVE
1462This place is a definite no-go.  The steak is just bad.  In a city of great steakhouses, there is no excuse for such rubbery, bland, cheap steak. 
,POSITIVE
1463Beyond awesome and the $5.99 price tag makes it that much sweeter. I highly recommend the Hawaian it's definitely my favourite but to be honest everything is good here. Earl
,POSITIVE
1464Just watched Miguel sell a 65-year-old black woman a tablet that she doesn't even need. Commission got people working for Satan. It shocks me how he can sell her the
,POSITIVE
1465Went here last night for dinner and Jeff Dunham show. He was 25 minutes late coming on the spent the next 30 minutes promoting his new wife cooking business. The
,POSITIVE
1466I don't get it.  Why are people so taken with the idea of dining while watching a movie.  I'm supposed to tip on top of the ridiculous prices??????
,POSITIVE
1467Very Strange experience with Alta Vista.  Brought my dog to Alta after I found him passed out near dead after returning home from work one evening.  The staff
,POSITIVE
1468Just the not good from beginning to end ! Cold and unfriendly. I love the Caffe Boa in Ahwatukee and thought I would try this location ( no affiliation Btw)
,POSITIVE
1469I see the negative reviews, yea, yea but as I like to put at the end of my reviews "this is only MY opinion, try it out for yourself and
,POSITIVE
1470We came the first time and saw Dr. Mendoza. He was awesome! Then we had to return another time; my daughter had an infected ear piercing. There was a long
,POSITIVE
1471this place is lame!  we went there for my bday and the problems began the door.  we had a group of about 15 of us and they said
,POSITIVE
1472I'm a big fan of their Pad Thai! You can choose how spicy you want it which is great for those who like it mild, and those who like it
,POSITIVE
1473Amazing park that is in the city but gives you that feeling of being far away. The grounds are kept very well, very clean. Great place to see different birds,
,POSITIVE
1474Will never go tongue sonic again, not sure what has happened to it, used to be good but now the service is painfully slow and the food is cold and
,POSITIVE
1475Recently we had a take-out of Oregano's pasta Basta and Southwestern shrimp Cesar salad. I'm going to have to say this salad in particular was not my favorite. The pasta
,POSITIVE
1476Completely shady.  Towed our U-haul as we were moving in to our new Apartment Complex.  Completely unethical and total crooks.  AVOID AT ALL COSTS!
,POSITIVE
1477What a complete shithole!  Sorry....but damn!  The food was nasty in the restaurant and not one person was winning anything.  It also stunk like a huge butt
,POSITIVE
1478I've never done a barre workout until yesterday at Go Figure and kind of didn't know what to expect. I bought a single class for $21 just to try it
,POSITIVE
1479It's one of my favorite restaurant in Montreal!  Love their smoke meat! The price is good and so much smoke meat!!!!!Don't mind waiting their line to eat that smoke
,POSITIVE
1480What's not to love about this place... perfect for gifting... they have such unique products and a fun place to shop... A must go see.
,POSITIVE
14819 people from NYC $295.00 bill.... Overpriced mediocre Chinese food...It seems to me that no matter where you put a Chinese restaurant and no matter how much you charge, service
,POSITIVE
1482This was a wonderful experience.  Amazing service, amazing food.  It's a must!
,POSITIVE
1483I have been to Vin Master twice - once with a friend for a causal drink and once with a group to attend a tasting event. I love the ambiance
,POSITIVE
1484Review for my stay in Aug 2011.Stayed here for my first time in Vegas. I must say I had a good experience here. We checked in about 1 in the
,POSITIVE
1485Amazing food, great service, reasonable prices. The eggplant pasta was really good. We also got the pappardelle sausage dish. Overall the ambiance was great and we were really happy. Definitely
,POSITIVE
1486Attended this establishment last night for a friends birthday. The building is a cool design and looked great we were all excited to try it out. We sit at our
,POSITIVE
1487Aside from the IMAX I cannot think of a single reason to visit this place - and even then the entrance to the theater is so inconvenient I'd probably go
,POSITIVE
1488Thanks for bringing coupons and cookies by our office.  This is a review to let you know I used them and got me into the restaurant.  Very good
,POSITIVE
1489wow; that was a waste of $! unfriendly hostess, followed by rushed service, tiny mussels, and then we noticed a board of specials - which our server failed to mention.
,POSITIVE
1490Our 4-year old son LOVES their pizza!!! (Loves it)! We like that it's truly family friendly and a dependable, decent place in the neighborhood. Don't forget it's a big gathering
,POSITIVE
1491Used to be a great place to eat - great specialsLast 2 times I have tried - food and service way off
,POSITIVE
1492We have dined at Grimaldi's twice before and were always impressed by the toppings, but also disappointed with the crust.  This time we chose the chose the white pizza
,POSITIVE
1493Unusual levels of unprofessionalism, incompetence, and theft (money spent for the job not done)!The owner of the company said drywall repairs were too small for him and referred us to
,POSITIVE
1494I love this place - I think everyone working there is super nice - they always remember me as the girl who was stalking the super cute white couch (posting
,POSITIVE
1495Sis and I patronized this establishment twice on recent visit to LV.  First night was just for cocktails and snacks.  The house margarita was fine and my sister's
,POSITIVE
1496Stopped by Sunday afternoon around 5pm, the place was closed. Checked their hours on the door and they were supposed to be open until 9pm...upon further inspection my husband and
,POSITIVE
1497Really enjoyed this place! Lets start with the decor and ambiance. Well above average. Very swanky retro feel but cozy with plenty of wood details and great energy throughout the
,POSITIVE
1498The best pizza in Pittsburgh, by far, is at this place.  It is lot like Chicago Style Thin Crust pizza, which is thicker than the thin New York style.
,POSITIVE
1499Went tapas style during a bar and restaurant crawl and decided to partake of the Street Corn and Popcorn at Therapy.  The Street Corn was pretty good, but no
,POSITIVE
1500I've never played laser tag before attending my triplet nephews' 9th birthday party this weekend. What a blast!!This place was packed to the gills on Sunday afternoon. Not only did
,POSITIVE
1501First time we came here service was awesome and appetizers were OK, but probably because we were drunk. The bartender we had (middle aged women on Saturday evening) was amazing.Second
,POSITIVE
1502I have been a member here for many years.  Lately, it has gone downhill.  The equipment is frequently broken, despite complaints from the members.  One of the
,POSITIVE
1503Even though I'm eating the leftovers right now, the service and quality was poor for such an expensive restaurant and such a big name. Beginning with the terrible chick pea
,POSITIVE
1504I apologize for the delay of this review but circumstances prevented me from writing it sooner.  I took my wife to Il Terrazzo for Mothers day and the service
,POSITIVE
1505The food is what you would normally expect, but the dining experience was less than desired. During our entire meal the table behind us had an endless parade of people.
,POSITIVE
1506If you arrive during dinner rush, be prepared to wait. The word is definitely out on this place! When you put your name on the list you had better make
,POSITIVE
1507The menu is massive.Sarah T was a patient and attentive server.The food was plentiful, well seasoned and casually prompt.We'll be back!
,POSITIVE
1508It's been a long time since the Mr. and Mrs. last ate at McD's due to falling quality, indifferent service, and unhygienic appearance of other McD stores. Tonight as the
,POSITIVE
1509I ordered a bratwurst here during a layover at the Phoenix International Airport and boy did the experience...how can I put it lightly...SUCKED!I don't know why on earth they were
,POSITIVE
1510Decided to do a laid-back Friday night at this hookah lounge with a gorup of buddies. Came in around 11:00 and this place was somewhat empty- not much going here
,POSITIVE
1511posting for a friend.I placed an order for pick up around 9:50 am on 10/16/15. Around 10:20 am I called in and was told by the csr or dispatcher that
,POSITIVE
1512One of my favorite restaurants in the world! And I've eaten that a lot of places around the world. If you do nothing else get the Yellowtail Sashimi with Jalapeño
,POSITIVE
1513Should be 4 1/2 stars. Very yummy lunch place never had a bad meal here I always have enough to take home for the next day or dinner. Family owned
,POSITIVE
1514Boy do I have a few things to say about this place.  We had a large group before a theater show and I was excited to try a new
,POSITIVE
1515I was not pleased with the pizza. I got a slice of sicilian that was under cooked and my boyfriends regular slice was over cooked. We also shared an order
,POSITIVE
1516Went here a few days ago. Had the Classic Ramen. Oh god! It was the best. I can't say I'm an expert on Ramen because this was the first time
,POSITIVE
1517I live right around the corner from BYT so when they opened up I was hoping against hope that it would be a great place to eat. You see, this
,POSITIVE
1518Local joint. Great prices. Excellent service. Had a great time for Superbowl here.
,POSITIVE
1519Updating my previous review.  I have not had the French toast again but I seem to not be able to get enough of their delicious crepes!  My kids
,POSITIVE
1520I was very excited when this restaurant opened. Too bad only the dedicated can eat here. Hour plus wait times every visit are ridiculous. I will not be going back.
,POSITIVE
1521Service was horrible, it was my boyfriends graduation and we celebrated with 20 people, we all waited for a while to finally put our orders in or to get drinks.
,POSITIVE
1522This is my 2nd car that I've taken to get my windows tinted. I was originally referred by a friend to go there because of the excellent work they did
,POSITIVE
1523They have the worse customer service I just stop to purchase 4 combo meals and I told the Burger King employee that in one of the combo meals I want
,POSITIVE
1524I'd had much better.  My dover sole tasted like a buttered heart attack on the plate.  I could feel all the butter slowly creep down my innards as
,POSITIVE
1525I have be an on and off customer to this establishment since it was Lazy Q ~10 years ago and a regular for the last two years. (3-4 times a
,POSITIVE
1526There are bars, and then there are bars that know what they are trying to be.  Mr. Brews has a working recipe in both beer and service, and they
,POSITIVE
1527Love this place. It's always a hit or miss though but they have never done a bad job on my pedicures or manicures. Their prices are very fair but don't
,POSITIVE
1528Bad service and pretty good food. We've been here for 30 minutes and have only gotten fries so far we tried to order and the server said she was going
,POSITIVE
1529By far the best prime rib for the price in Vegas. Huge portion can with dessert and salad bar for 9.99
,POSITIVE
1530My first visit with great service and dueling pianos made me suggest this venue for a friend's birthday party. After reading some of the reviews about the mediocre service I
,POSITIVE
1531The place is open, with another employee, with a bit less of an attitude
,POSITIVE
1532I go to Suzanne at Applause Salon in Old Town Scottsdale to get my acrylic nails. She is the BEST! I would definitely recommend her.
,POSITIVE
1533So delicious fresh bagels makes food right on the spot
,POSITIVE
1534Mmmhhhh... It was okay.  The orange chicken was good; everything else is better at Hunan VIII across the street.
,POSITIVE
1535Great food and awesome ambience.  Decent wine list as well.  Will definitely go back.
,POSITIVE
1536For those of you who have never been to Catch 22, their macaroni and cheese is a gift to mankind. You can come here to watch the games, or for
,POSITIVE
1537Great experience. Matt and Kevin were super sweetand made everything stress free and easy. Very easy going guys. Kevin made the piercing session go quickly and walked me through what
,POSITIVE
1538WORST HOSTING EVER! this is the third time I come, and the hosts are always the same: No greeting, they don't pay attention, and they swear they call you when
,POSITIVE
1539I used to make regular visits to The Paper Rack on my way between Edinburgh Uni buildings at George Square and The Mound. I have some sort of messed up
,POSITIVE
1540Mi piace questo Macy's, veramente mi piace tutto il Fashion Show Mall (comodissimo, direttamente sulla Strip), ma Macy's in particolare perché riesco a trovare sempre qualcosa nel loro reparto cosmetici
,POSITIVE
1541Went here on two nights where it was pretty empty on BOTH nights, but walked by Sat night and saw so many people out on the patio. Wonder if it
,POSITIVE
1542Meh. I've experienced better. I can't complain too much the room was cheap ($56) on Priceline, but ranking this hotel 3 stars is a stretch. They claim to be 4
,POSITIVE
1543I've never written a review here before, but I feel that I need to write one for these apartments at this point.My husband and I have lived here for almost
,POSITIVE
1544This is my favorite pizza joint in AZ. I come here all the time, and the service and food are always consistently great. At this point, they even know what
,POSITIVE
1545The delivery is fast and consistently good. Online ordering is great. It's annoying they don't give you napkins which is why no five star for me. When I'm home it's
,POSITIVE
1546All i can say the worse server,  they forgot our order, they dont know how to handle there customer well. Everyone is rushing no quality at all.
,POSITIVE
1547Wonderful items and excellent customer service! I tried the body scrub (salt ) and the body butter and really felt my skin softer and feels amazing! A friend of mine
,POSITIVE
1548This place truly has the best food for a great price! We go here at least once a week and we bring all of our friends there to try the
,POSITIVE
1549A lucky find thanks to yelp! Delicious food. Waitstaff did not speak a lot of English but certainly tried to help and were very friendly. Cheap and surprisingly good food.
,POSITIVE
1550Had a blast here!The gold lounge is located inside the Aria just outside the Elvis theater.  After watching a somewhat disappointing Viva Elvis, a promoter came up to my
,POSITIVE
1551My girlfriend and I went out to celebrate that I got a new job, and were told this place was really good. We were sadly very disappointed. The decor of
,POSITIVE
1552The food here was fantastic. Came in with my family of 5 on Saturday evening. Had to wait a few minutes for a table, no big deal, as a party
,POSITIVE
1553I went here yesterday to pick up lunch for me and my staff. One of my co- workers called in her order, no problem. I go in and make my
,POSITIVE
1554I had never eaten here before so was excited to try it out.  We got seated right away and our orders were taken quickly.  It took about 10
,POSITIVE
1555Is there a negative star for a nasty burger place where you get ignored....you wait an hour for your medium well burger and its served to you MEDIUM RAW? The
,POSITIVE
1556Came in for a greasy burger and was disappointed.  I got the Patty Melt and it was fantastic and the fries were great.  A lot of bar food
,POSITIVE
1557This 4.5 star rating is really misleading. The food quality is poor here. Nothing is really fresh. I ordered a two protein bento box. The veggies that I ordered weren't
,POSITIVE
1558I used to love going here, but recently every time i call the phone has been disconnected.
,POSITIVE
1559WAY OVERRATED....It is HUGE but I found a hair in my food and I have been burping up what I did eat all day...It was $45.00 plus tip for 2
,POSITIVE
1560What a great place! Bigger, better! The Belgian waffles are amazing...alway the same wonderful flavor and consistency. The staff couldn't be nicer...I wish I could eat here every day!
,POSITIVE
1561Very very Dissatisfied. 2 days ago we ordered Takeout. 2-8oz Sirloin and 1-11oz Sirloin. Both 8oz Medium and the 11oz Medium Rare with all 3 getting Loaded. As I pay
,POSITIVE
1562On my way to Vegas there where bulletin boards advertising free hot wings and $100 free slot play with membership of their club. So I was like why not. I
,POSITIVE
1563A great place to get the perfect drink from the best of Michael Mina's bartenders.  Matt & Christian will take excellent care of you.  The shrimp & grits
,POSITIVE
1564Overpriced is the first word that comes to mind.  And the word that dominates my feelings toward this place.  They never mentioned that the "KING" in the name
,POSITIVE
1565Calamari was superb! Also had the 3 cheese pasta with lobster and shrimp. Service was excellent as well. This is a great lunch spot.
,POSITIVE
1566So obviously anyone who has moved to a different state obviously know how hard it can be to find all the right companies to help you with your job. We
,POSITIVE
1567They told us a 15 minute wait, it's been an hour!!!!! Maybe they could have a better way of knowing....we would have left if they were truthful!
,POSITIVE
1568Best Place in Vegas for locals to take tourists. I can actually afford more than one drink and walking around with a beer in ones hand, outside, is just plain
,POSITIVE
1569Really great Thai. If you like spicy you can order it incredibly hot and it is very good. Have had the Pad Thai, drunken noodle, calamari, chicken wings, crispy shrimp
,POSITIVE
1570This place is a great location. Right on Camelback and 16th Street. When you are running errands you can stop in here for a really delish meal. Every thing i
,POSITIVE
1571The customer service is terrible. They don't let you take sauce if you carry out or take out. The two terrible counter servers are rude and are not helpful. They
,POSITIVE
1572By far the best Mediterranean place in Las Vegas. On par with the best ones in LA. Fresh and tasteful food. Big portions. Nice servers.
,POSITIVE
1573Not horrible, just incredibly unremarkable.The iced tea was good.  And though I didn't indulge in a cocktail their drink menu did look enticing.But then so did their dinner menu...I
,POSITIVE
1574I went in to their store yesterday and got a quote on modern looking dinning room chairs. I got a quote from John O that the chairs would be 49.99.
,POSITIVE
1575I hate to be a naysayer but I was not impressed.  Maybe I walked in with the wrong mindset, maybe I went on a slow day, but like I
,POSITIVE
1576Ugh, my first night in mesa I went and picked this food up. I had no internet and no food in my house  so I had to use proximity
,POSITIVE
1577Cirque de Soleil O in the Bellagio is Five Stars for it's magnificent designed stage, the performers, costumes, lighting, comfort of the seating, the excitement.Being located in the Bellagio with
,POSITIVE
1578I am not sure why I waited so long to write this review... but here it isThe margherita pizza.... yes, simple item, I know.... is the best I have ever
,POSITIVE
1579dined at Milos in the new Cosmopolitan Hotel on 2/5 after the UFC fights.  So it was a late dinner (10:15 reservation).  When our party of 9 arrived
,POSITIVE
1580Absolutely horrible place.  I purchased a bottled water from them, and they were upset because I was not spending more money with them.  They asked me to leave.
,POSITIVE
1581The owner was absolutely rude. I came with 3 friends, he was acting as if we own him for coming there. Food was ok, not the best persian food i
,POSITIVE
1582Best acai bowls.  Staff is friendly and knowledgable. They offered us samples before ordered. We ordered raspberry pecan and just acai. Both of them were awesome! We were really
,POSITIVE
1583Terrible location! I've ordered 3 times now and they either did not have what I ordered or (this past time) did not deliver the pizza AT ALL. I will not
,POSITIVE
1584I have no idea why one day I was craving the steak here.  I went to another branch once back when I lived in California.  It was packed
,POSITIVE
1585Great Pho.  Time after time I try someplace closer to home and time after time I wish I'd have gone to Pho Hoa. Rich broth, oodles of noodles and
,POSITIVE
1586Went there tonight for takeout 4-16-15 at 6 PM.  **CHECK YOUR ORDER BEFORE YOU LEAVE***Young female with orange hair, freckles, and heavy makeup made my food. I had: 
,POSITIVE
1587"This looks like a post apocolyptic world"- My husband as we were driving up to the shopping center to check out Le's.I have heard great things about this place and
,POSITIVE
1588John and his crew are awesome! I have never had a bad experience, although at times lunch can be packed and service a tad slow, relax... The food and drinks
,POSITIVE
1589Every time I go here, I ask myself why!?The Columbia outlet store is the only reason I head here, there isn't another in town. I like the Columbia outlet store
,POSITIVE
1590This was my second time here and I was so disappointed. It literally took about 30 minute to take our drink order, another 20 minutes to receive it, another 20
,POSITIVE
1591anything you need you can find it at the market :)
,POSITIVE
1592Called in to book my reservation. They charged my card but there was a no show. I couldn't wait any longer for my flight so i took a cab instead.
,POSITIVE
1593Good and cheap!  Service is mediocre.
,POSITIVE
1594Just played bingo and feeling hungry? This is your go-to spot for some steak and eggs or basically any breakfast plate you're looking for. I ordered the New York steak
,POSITIVE
1595It's been long a time since I order their chicken but when I did their chicken seems like are getting smaller and expensive. No more chicken only
,POSITIVE
1596Came to Tornado's with a group of eight coworkers, had a reservation and we were all promptly seated.The decor at Tornado's reminds me of a 50's style Italian restaurant we
,POSITIVE
1597Was driving to Utah from SD and stopped in Vegas for a lunch and a little craps...  after,  I couldn't start my car,  did a little google
,POSITIVE
1598Consider yourself warned, fellow Yelpers. This is simply as good as a burger gets in this life. This place was opened by a few people in DC and now its
,POSITIVE
1599I ate at Strip Steak last year and my reaction was simply... "Wow!"  The first thing that you have to do is put the prices aside.  It's fine
,POSITIVE
1600Note: I'm ONLY writing this as someone who attended a conference at the hotel and came here to work. I'm not a gambler or big drinker, so those activities aren't
,POSITIVE
1601Mystere is still a great show after seeing it for my second time and remembering how different some of scenes have changed, but others remained the same as before. In
,POSITIVE
1602Trust me, pass this place up! It may be good for night life since it looked a bit worn, but not for lunch.  I was visiting Vegas with my
,POSITIVE
1603I have been always a costco buyer because of the product reliability and return policy. This time i wanted to buy a laptop and apple wi-fi router from best buy,
,POSITIVE
1604Every plate is designed to feed one Ork or three humans. Remember this as you enjoy your Americanized joke of a Middle Eastern dish.
,POSITIVE
1605I went here a few different times. Fine dining? NOT! How would you like to be sitting down in a place where all they do is smoke while you eat?
,POSITIVE
1606We ordered the set menu for 8 people, the popadoms came with tiny thimbles of chutney, the pakora platter was all just batter boring vegetable and the samosas were 95%
,POSITIVE
1607Stopped by for a quick lunch by myself.  I was pleasantly greeted at the entrance and immediately seated at a nice window booth.  The restaurant is fairly spacious,
,POSITIVE
1608Very disappointing!!! Moving to Arcadia from North Scottsdale several years ago, we were thrilled to have a Sushi Brokers in the neighborhood.  After three separate attempts we've thrown in
,POSITIVE
1609Looking for dessert after an afternoon at Downtown Summerlin, we ended up at Cream for some ice cream and cookies. I ordered a cookie sandwich with macadamia nut cookies and
,POSITIVE
1610It's not very often that I write a bad review so listen up. I stopped into this place last night around 7 o'clock and I got excited that there was
,POSITIVE
1611Service was good. Food was pretty good as well but didn't blow me away. I ordered the low carb burger - salad was delicious and so was the cole slaw.
,POSITIVE
1612This place has the best cheddar bread balls I have ever had. Similar to other Brazilian buffets. Flip your card over if you want meat, flip it over if you
,POSITIVE
1613Went here on a Saturday night at 6. Don't ever make that mistake. Waited 20 minutes after we ordered our drink and left. The guy started taking other orders for
,POSITIVE
1614Disappointing.  Got there and the place was 1/3 empty, asked for a table, told it would take 30 mins and that we could drink at the bar.  Went
,POSITIVE
1615I love this place!  Family owned, great people and awesome smoothies!! I get smoothies here almost everyday,  it taste great, a healthy and great meal/drink after a workout...it's
,POSITIVE
1616I was led to believe I was getting in for free but then I had to pay $50 to be squished into a club like a Jewish sardine. This was
,POSITIVE
1617Worst experience I've ever had with a "mechanic." Did more damage to my car than they fixed. Owner ordered the wrong part, crack head mechanic spent over a week trying
,POSITIVE
1618Efficient and quick service from airport to city centre.Biggest known secret to locals - you get to city center for £3 in 20 mins or less. Runs every 10 mins.
,POSITIVE
1619I walked in one day and the girl who was doing my simple hair cut didn't know what she is suppose to do.. I asked the other girl to help
,POSITIVE
1620One star reviews do not happen often for me, but I see no other option in this case. The bottom line is there is a total disconnect between their sales
,POSITIVE
1621What a disappointment.  My bf wanted to go to Denny's, but I insisted on coming here because I drive past it on my way to work and always see
,POSITIVE
1622Very 'hardcore' Asian food super market. Apparently if they do not have it (Asian food) you don not need it. :)
,POSITIVE
1623i miss this SO much about las vegas!!!  i went to UNLV for a year and a half and this is definitely a highlight of my collegiate career in
,POSITIVE
1624At 30 years old, I just started reading comic books.  Phantom of the Attic made it very easy and were incredibly helpful.  You can setup a "pull list"
,POSITIVE
1625I used to like coming here but there is one waitress that is so annoying that I won't be back.   The last time I had my baby along
,POSITIVE
1626Very good pastries. Not enough places to sit and enjoy the pastries.
,POSITIVE
1627Been going here for a long time and its always been great. Service and food is always exceptional. The price is a little bit high for the 16" and they
,POSITIVE
1628Not my favorite local Chinese restaurant. The interior looks so nice...but the atmosphere is slightly slovenly. The food I had was decent, but didn't have much pizazz. The menu is
,POSITIVE
1629Better than the other clubs with true meal service.  The wine and liquor selection is really nice as is the food.  The service left a little to be
,POSITIVE
